3,29,1.0316,62.807,99.865,33.788,122.51,11,1.5464,1.1309,0.75761,0.40006,0.041272,-0.6424,-1.4377,-1.5286,-1.0656,0.97181,1.4736,1.6495,-1.8061,-2.434,-2.5249,-2.3116,-1.4196,0.50994,0.86749,1.442,2.1125,1.9355,NaN,NaN
3,30,1.1903,96.856,166.33,47.518,190.97,11,1.0685,1.3175,0.97065,0.60107,0.079355,-0.75038,-1.0069,-1.2986,-0.95804,-0.59097,0.55179,1.7441,0.74974,-2.0638,-2.4246,-2.4183,-1.9909,-1.6226,0.15497,2.4467,2.5989,2.1677,NaN,NaN
3,31,0.4573,22.576,13.722,8.2857,21.22,9,0.93808,1.1453,0.8103,0.41841,0.10729,-0.88352,-1.1829,-1.1131,0.35053,1.1533,0.65768,-1.4049,-1.6237,-1.589,-1.0585,-0.44765,1.1195,1.5338,NaN,NaN,NaN,NaN,NaN,NaN
3,32,0.42582,26.09,15.93,13.557,28.698,8,0.40773,1.3263,1.3035,0.65654,-0.1582,-1.2928,-1.4462,-0.78962,1.5002,0.84848,-0.62892,-1.4739,-1.4944,-0.75459,0.29068,1.2829,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,33,0.20987,9.5827,5.8043,2.7952,8.5292,9,0.17082,0.77224,1.0963,0.5453,-0.29021,-0.98767,-1.1773,-0.58307,-0.19892,1.5739,1.0925,-0.47046,-1.4416,-1.3432,-0.90258,-0.18951,1.4803,1.6436,NaN,NaN,NaN,NaN,NaN,NaN
3,35,0.98228,50.027,78.308,14.684,84.947,10,-0.052292,0.89794,0.98171,0.84489,0.4935,-0.4337,-0.74405,-1.0582,-0.74523,-0.33528,2.5366,0.56885,-0.38955,-1.424,-1.6933,-1.9391,-1.8981,-1.4881,2.4703,2.7845,NaN,NaN,NaN,NaN
3,37,0.27625,15.983,11.958,6.3753,18.13,10,1.4228,1.1381,0.32032,-0.019417,-0.92904,-1.1121,-1.199,-0.55622,-0.21649,0.67232,0.1401,-0.70158,-1.6088,-1.7526,-1.4967,-1.2537,1.0332,1.7861,1.93,1.3448,NaN,NaN,NaN,NaN
3,39,0.4321,31.998,71.308,7.6562,77.968,9,0.8266,0.95488,0.8881,0.71601,-0.6221,-0.85415,-1.034,-0.82022,-0.18923,2.3581,2.0823,-2.5276,-2.6668,-2.4207,-2.1338,-0.8557,2.1647,2.6752,NaN,NaN,NaN,NaN,NaN,NaN
3,40,0.39115,31.636,40.232,13.777,53.202,11,1.0481,1.4047,1.1286,0.16547,-0.35518,-0.80001,-1.3027,-1.2009,-0.92361,-0.17435,0.55455,1.5809,-0.16771,-1.1954,-2.3353,-2.3013,-1.9063,0.0086863,1.5706,1.814,2.0789,2.0314,NaN,NaN
3,41,0.61346,44.889,64.827,15.524,77.535,9,0.58662,1.1214,1.0714,0.22728,-0.39672,-1.0257,-1.1909,-0.84731,-0.23681,2.1705,0.39887,-1.4817,-2.1975,-2.1462,-1.5185,-0.98144,1.922,2.3429,NaN,NaN,NaN,NaN,NaN,NaN
