10,35,0.27144,7.1981,5.2334,17.176,22.321,9,2.7401,2.9968,2.1504,-1.6681,-2.7193,-2.8321,-2.4014,-1.8475,2.1436,-0.55583,0.61757,1.457,1.7124,0.55505,-0.27865,-1.3426,-1.7376,-1.5853,NaN,NaN,NaN,NaN,NaN,NaN
9,39,0.34688,5.4131,3.4172,5.3134,8.622,8,1.6212,2.1176,1.9049,0.60073,-0.58372,-1.3233,-1.8889,-1.8235,-1.0944,-0.22218,0.24848,1.5214,1.6338,1.2995,-0.49468,-1.3559,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,43,0.85757,6.5019,4.408,2.009,5.6201,10,-0.085432,0.97007,1.207,0.68818,-0.11682,-0.5336,-0.69845,-0.89971,-0.45867,-0.30524,1.6748,0.53079,0.021243,-1,-1.5666,-1.5895,-1.4418,0.32383,1.8111,1.8717,NaN,NaN,NaN,NaN
6,44,0.50822,9.8013,23.151,4.0916,26.82,10,0.7914,1.4273,1.153,0.24562,0.083718,-0.53835,-1.0663,-1.2367,-0.85527,-0.22955,2.1146,0.89154,-0.97831,-3.0348,-3.1858,-3.0596,-1.7359,2.3422,2.7987,2.7768,NaN,NaN,NaN,NaN
7,45,0.65414,6.7652,5.2661,2.4828,7.2664,10,1.2361,0.80937,-0.016105,-0.47782,-0.90807,-1.0795,-1.0445,-0.56534,0.48401,1.2081,0.56748,-1.1779,-1.8495,-1.6712,-1.0451,-0.023699,1.1656,1.5818,1.4594,0.8613,NaN,NaN,NaN,NaN
10,46,0.9531,12.505,13.949,5.6176,17.673,10,0.98163,1.261,1.0527,-0.079122,-0.76763,-1.1815,-1.1668,-0.56405,-0.00090282,0.62492,1.3145,-0.27262,-1.1943,-2.0727,-1.669,-0.3114,1.0085,1.7937,1.9855,1.8795,NaN,NaN,NaN,NaN
10,49,0.85312,10.911,14.147,4.3687,17.192,8,0.55328,1.0502,1.2438,0.081054,-0.23137,-0.77445,-1.3715,-0.53289,1.9342,0.70028,-1.1941,-2.2183,-2.1985,-1.6935,0.43548,2.944,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,50,0.16166,2.1152,2.291,0.76758,3.0494,11,0.97665,1.1405,1.0383,0.05075,-0.75818,-1.2282,-1.3375,-1.2135,-0.46997,0.24793,0.62689,1.203,-0.30925,-1.5264,-2.0474,-1.559,-0.70988,-0.1997,0.31775,1.9284,2.1141,1.9392,NaN,NaN
9,51,0.9642,12.616,14.661,5.6908,18.397,11,1.0247,1.1557,0.92481,0.20236,-0.73345,-1.25,-1.3236,-1.2337,-0.35529,0.46075,0.88248,1.3257,-1.357,-1.8249,-1.9921,-1.5304,-0.92648,-0.25019,0.40363,1.9483,2.0693,1.7449,NaN,NaN
10,52,1.0286,13.496,11.938,7.9724,17.53,11,0.27094,0.66732,1.0399,1.505,1.2004,0.12587,-0.15432,-0.69064,-1.5742,-1.5036,-0.28912,1.8594,1.6488,1.135,-0.032342,-0.94193,-1.8271,-1.9667,-1.7093,0.5319,0.97513,1.8135,NaN,NaN
7,53,1.1847,8.851,6.0657,3.1042,7.0996,10,0.64665,1.0817,0.9264,-0.091179,-0.51744,-0.85629,-0.99127,-0.38982,0.027007,0.41446,0.98493,-0.59459,-0.98204,-1.4174,-1.359,-0.94218,0.12366,1.3441,1.6829,1.5276,NaN,NaN,NaN,NaN
8,54,0.42601,5.7307,6.3459,2.2797,8.4523,11,1.1623,1.2003,0.77704,0.30819,-0.22634,-0.97176,-1.1827,-0.98895,-0.71786,-0.20961,0.76678,1.14,-0.72775,-1.7041,-2.0139,-1.9606,-1.5706,-1.2338,1.4257,1.9996,2.0915,1.6683,NaN,NaN
8,56,1.0312,16.301,3.897,65.584,66.592,10,3.1792,3.5142,3.7217,3.1042,-3.2916,-3.5678,-3.7165,-3.4753,-2.4953,0.16572,-0.50639,-0.29264,0.19733,0.68102,0.74457,0.61707,0.21335,-0.26661,-0.68154,-0.8527,NaN,NaN,NaN,NaN
9,57,1.112,17.046,6.8166,32.665,35.968,10,0.69347,2.1587,2.4971,2.5004,1.7973,-1.5419,-1.9096,-2.3158,-2.4544,-1.9779,-1.031,-0.84023,-0.44315,0.44535,0.90747,1.0115,0.98217,0.50568,-0.54165,-0.9478,NaN,NaN,NaN,NaN
6,58,0.83545,10.316,12.204,3.7599,14.763,11,0.53926,1.2187,1.2191,0.90666,-0.083894,-0.76272,-1.0764,-1.0775,-0.66066,-0.087065,0.22599,1.8553,0.13398,-0.38777,-1.2228,-2.3192,-1.537,-0.59809,0.86281,1.6979,2.1679,2.1681,NaN,NaN
10,59,0.39489,5.0723,1.9354,5.8218,7.6254,9,1.5476,2.1466,2.3424,1.3961,-0.53374,-1.0416,-1.9865,-2.1232,-1.4081,-0.85196,-0.44043,0.12132,0.77098,1.463,1.3686,-0.0078568,-0.48357,-1.1011,NaN,NaN,NaN,NaN,NaN,NaN
10,61,0.92423,20.494,45.179,12.943,55.205,8,0.94441,1.4605,0.41249,-0.65532,-1.1851,-1.5953,-1.3785,-0.18903,2.8869,-2.148,-2.716,-2.5,-1.8676,1.4479,1.9394,2.6777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,62,0.94701,12.826,15.902,5.6081,19.593,7,1.1019,1.1716,0.72845,-0.36252,-1.1328,-0.79098,0.67608,1.6477,-0.51123,-1.8596,-2.0461,-0.60581,1.7732,1.9492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
